Date,Time,Location,LOCATION,LOCATION_EXACT,Operator,OPERATOR_TYPE,Flight #,Route,FROM,FROM_LONGITUDE,FROM_LATITUDE,FROM_STATE,TO,TO_LONGITUDE,TO_LATITUDE,TO_STATE,Type,Registration,cn/In,Aboard,Fatalities,Ground,Summary,Reason,Crash_ID
11/23/2001,18:35,"Palade, Estonia",Palade,Estonia,ELK Aviation Co. (leased from Eminex),Others,,Tallinn - Kardla,Tallinn,24.7535746,59.4369608,,Kardla,26.560122,58.4451679,,Antonov AN-28,ES-NOV,1AJ003-03,17,2,0,The plane crashed into a marshy forested area about 2 kilometer short of its destination at Kardla Airport. Several errors by the pilot.,0,11/23/2001Antonov AN-28
6/21/2007,,"Near Kamina, Congo",Near Kamina,Congo,Karibu Airways,Others,,Kamina - Lubumbashi,Kamina,24.995171,-8.735764,,Lubumbashi,27.479553,-11.664677,,Let 410UVP,9Q-CEU,841217,25,1,0,The plane crashed shortly after taking off into a swamp coming to rest upside down. A parliment member of the DemocratiRepubliof Congo was killed.,0,6/21/2007Let 410UVP
1/14/2008,5:08,"Off Lihu, Hawaii",Off Lihu,Hawaii,Apline Aviation,Cargo,,Lihu - Kauai,Lihu,25.0581999,58.9531999,,Kauai,-159.5261238,22.0964396,,Beechcraft 1900C-1,N410UB,UC-70,1,1,0,"The cargo plane was carrying mail when it crashed into the sea, 7 miles south of Lihu. The pilot's spatial disorientation and loss of situational awareness. Contributing to the accident were the dark night and the task requirements of simultaneously monitoring the cockpit instruments and the other airplane.",0,1/14/2008Beechcraft 1900C-1
1/27/2005,8:10,"Lasi, Hungary",Lasi,Hungary,Farnair Hungary,Cargo,,Bucharest -Lasi,Bucharest,26.1038889,44.4325,,Lasi,79.3500759,30.384251,,Let 410UVP-E4,HA-LAR,871923,2,2,0,The cargo plane was attempting to land in a snowstorm when it turned left and descended until it crashed a mile from the airport.,0,1/27/2005Let 410UVP-E4
8/26/2007,16:00,"Kongolo, DemocratiRepubliCongo",Kongolo,DemocratiRepubliCongo,Great Lakes Business Complany,Cargo,,Kongolo - Goma,Kongolo,26.989229,-5.384138,,Goma,29.2356652,-1.6856738,,Antonov AN-32,9Q-CAC,14-Jul,15,14,0,"The cargo plane, carrying tin ore, lost one of it's two engines eleven minutes after taking off and tried to return to the airport. Due to strong back winds and a fully loaded plane, the aircraft clipped tree tops and crashed and burned 3 km short of the runway. The plane was overloaded by 3 tons.",0,8/26/2007Antonov AN-32
9/24/2007,,"Malemba Nkulu, DR Congo",Malemba Nkulu,DR Congo,Karibu Airways,Others,,Lubumbashi - Malemba Nkulu,Lubumbashi,27.479553,-11.664677,,Malemba Nkulu,26.78529,-8.03808,,Let 410,9Q-CVL,,6,1,0,Crashed while attempting to land and came to rest in a cemetery.,0,9/24/2007Let 410
5/17/2007,11:00,"Walikale Airstrip, Congo",Walikale Airstrip,Congo,Safe Air Complany,Cargo,,Walikale - Goma,Walikale,28.0742249,-1.4296737,,Goma,29.2356652,-1.6856738,,Let 410UVP,TN-AHE,851335,3,3,0,An engine on the cargo plane caught fire shortly after taking off. An emergency return attempt to the airstrip was unsuccessful and the plane crashed into a nearby forest.,3,5/17/2007Let 410UVP
5/18/2005,13:27,"Mongu, Zambia",Mongu,Zambia,Military - Zambia Air Force,Military,,Lusaka - Livingstone - Mongu - Lusaka,Lusaka,28.287167,-15.408193,,Livingstone - Mongu - Lusaka,28.287167,-15.408193,,Yunshuji Y-12,AF-216,89,13,13,0,The plane was on its routine operations of delivering military supplies and food to the drought-stricken parts of Southern and Western provinces of Zambia when the accident occurred.  The plane took off from Lusaka and safely reached Livingstone and Mongu. It had just taken off from Mongu on its way back to Lusaka when it crashed.,0,5/18/2005Yunshuji Y-12
2/25/2009,10:31,"Amsterdam, Netherlands",Amsterdam,Netherlands,Turkish Airlines,Others,1951,"Istanbul, Turkey - Amsterdam, Netherlands",Istanbul,28.97696,41.00527,Turkey,Amsterdam,4.8951679,52.3702157,Netherlands,Boeing 737-8F2,TC-JGE,29789/1065,134,9,0,"The plane was on final approach to Runway 18R when it crashed 1 mile short of the runway into a field and broke in three. Nine people were killed and 55 injured. Preliminary indications show a false reading from a faulty altimeter caused an autopilot to sharply slow the jet, landing short of the runway",0,2/25/2009Boeing 737-8F2
11/30/2007,1:36,"Near Isparta, Turkey",Near Isparta,Turkey,Atlasjet Airlines,Others,4203,Istanbul - Isparta,Istanbul,28.97696,41.00527,,Isparta,30.556561,37.764771,,McDonnell Douglas MD-83,TC-AKM,53185/2090,57,57,0,"While making an approach to land, the passenger plane struck a mountaintop and broke apart, 7.5 miles from Isparta Airport. The crew did not follow rules during landing, which led to a collision/accident.",0,11/30/2007McDonnell Douglas MD-83
3/15/2001,,"Medina, Saudi Arabia",Medina,Saudi Arabia,Vnukovo Airlines,Others,,"Istanbul, Turky - Moscow, Russia",Istanbul,28.97696,41.00527,Turky,Moscow,37.6173,55.755826,Russia,Tupolev 154M,RA-85619,86A-738,174,3,0,"The plane was hijacked and flown to Medina, Saudi Arabia. The plane was stormed and three people killed.",4,3/15/2001Tupolev 154M
5/26/2009,,"Near Isiro, DemocratiRepubliCongo",Near Isiro,DemocratiRepubliCongo,Service Air,Cargo,,Goma - Isiro,Goma,29.2356652,-1.6856738,,Isiro,27.6082774,2.7722364,,Antonov An-26,9Q-CSA,5005,4,4,,The cargo plane crashed while on approach to Isiro-Matari Airport.,0,5/26/2009Antonov An-26
4/15/2008,14:30,"Goma, Congo",Goma,Congo,Hewa Bora Airways,Others,,Goma - Kisangani - Kinshasa,Goma,29.2356652,-1.6856738,,Kisangani - Kinshasa,15.3172103,-4.3736522,,McDonnell Douglas DC-9-51,9Q-CHN,47731,85,0,47,"While attempting to takeoff, the plane failed to reach takeoff speed, overran the runway, proceeded through a perimeter fence and cashed into a crowded market.",0,4/15/2008McDonnell Douglas DC-9-51
4/28/2006,6:47,"Peak Margarita, Uganda",Peak Margarita,Uganda,King Air Charter,Cargo,,"Goma - Bunia, DCR",Goma,29.2356652,-1.6856738,,Bunia,30.25,1.5666667,DCR,Cessna 208B Grand Caravan,ZS-ADL,208B-0381,3,3,0,"The cargo flight on behalf of the United Nations, crashed on the east side of Margarita's peak.The flight crew did not operate the route indicated in the submitted flight plan. Instead, the crew opted to use administrative flight planning data to execute a direct GPS route that led the plane to high terrain with clouds and low visibility, resulting in a controlled flight into terrain.",0,4/28/2006Cessna 208B Grand Caravan
5/25/2005,,"Walungu, Congo",Walungu,Congo,Charter - Maniema Union (owner Victoria Air),Others,,Goma - Kindu - Kongolo,Goma,29.2356652,-1.6856738,,Kindu - Kongolo,25.95,-2.95,,Antonov AN-12BP,9Q-CVG,4342404,27,27,0,Crashed into mountains and dense forest. The plane lost contact with the tower 30 minutes after taking off from Goma. The wreckage was found at the bottom of a cliff.,0,5/25/2005Antonov AN-12BP
8/18/2004,11:10,"Near Goma, DemocratiRepubliCongo",Near Goma,DemocratiRepubliCongo,Transworld Safaris,Others,,Goma - Walikale,Goma,29.2356652,-1.6856738,,Walikale,28.0742249,-1.4296737,,Cessna 208B Grand Caravan,5Y-TWH,208B-0784,3,3,0,"The aircraft crashed into 11,000 ft. Nyarigongo Volcano at 8,4500 ft. in bad weather ten minutes after taking off.",2,8/18/2004Cessna 208B Grand Caravan
6/30/2006,19:00,"Vilanculos, Mozambique",Vilanculos,Mozambique,Naturelink,Others,,Polokwane - Vilanculos,Polokwane,29.4486263,-23.8961708,,Vilanculos,35.3166667,-22,,Cessna 208B Grand Caravan,ZS-POG,208B-0396,3,1,0,"On final approach, aircraft hit 2 trees and crashed in a field and was destroyed. The pilot died a short time after being rescued.",0,6/30/2006Cessna 208B Grand Caravan
4/19/2000,,"Pepa ,Congo",Pepa,Congo,Military - Centrafricain Airlines,Military,,"Pepa, Congo - Kigali, Rwanda",Pepa,29.775953,-7.710609,Congo,Kigali,30.058769,-1.950106,Rwanda,Antonov AN-8,TL-ACM,9340706,24,24,0,"The military flight crashed after losing its engines after striking birds,unable to return to land.",0,4/19/2000Antonov AN-8
12/14/2001,,"Geti, DemocratiRepubliCongo",Geti,DemocratiRepubliCongo,Eagle Air,Others,,Bunia - Beni,Bunia,30.25,1.5666667,,Beni,29.45895,0.488453,,Let 410A,5X-CNF,730208,6,6,0,The plane may have been shot down by Allied DemocratiForces rebels.,0,12/14/2001Let 410A
12/29/1999,,"Near Zonguldak, Turkey",Near Zonguldak,Turkey,Ecuato Guineana de Aviacion,Others,,"Kiev, Russia - Tehran, Iran",Kiev,30.5234,50.4501,Russia,Tehran,51.422945,35.696216,Iran,Antonov 28,3C-JJI,,6,6,0,While on a positioning flight the aircraft crashed into the Black Sea after stating they were diverting to Ankara Turkey.,0,12/29/1999Antonov 28
3/21/2004,2:20,"Pyote, Texas",Pyote,Texas,Air Ambulance - Med-Trans Corp.,Others,,"Odessa, TX - Lubbock, TX",Odessa,30.7233095,46.482526,TX,Lubbock,-101.8551665,33.5778631,TX,Bell 407,N502MT,53549,5,4,0,"The helicopter impacted terrain while maneuvering in reduced visibility conditions. The pilot's inadvertent encounter with adverse weather, which resulted in the pilot failing to maintain terrain clearance. Contributing factors were the dark night conditions, the pilot's inadequate preflight preparation and planning, and the pressure to complete the mission induced by the pilot as a result of the nature of the EMS mission.",2,3/21/2004Bell 407
8/23/2000,19:30,"Off Manama, Bahrain",Off Manama,Bahrain,Gulf Air,Others,72,Cairo - Manama,Cairo,31.2357116,30.0444196,,Manama,50.5833333,26.2166667,,Airbus A320-212,A4O-EK,481,143,143,0,"The aircraft crashed into the Persian Gulf and exploded in flames while attempting to land at Bahrain International Airport. The crew decided to perform a missed approach after it was determined the aircraft was coming in too high and fast. Instructions were given for a 180 degree turn and climb to 2,500 feet. While performing the missed approach the plane suddenly descended rapidly from an altitude of 1,000 feet and crashed into the shallow waters of the gulf approximately 1 mile from the airport. The accident was a result of a fatal combination of factors, including the captain's failure to comply with standard operating procedures and the copilot's actions in not drawing the captain's attention to the deviations of the aircraft from the standard flight parameters. The captain may have suffered a 'spatial disorientation' to ground warning systems, which could have made him falsely perceive the aircraft was pitching up. He responded by making a nose down input, resulting in the aircraft starting to descend, when aircraft warning systems were saying he should increase altitude.",1,8/23/2000Airbus A320-212
2/20/2009,4:10,"Luxor, Egypt",Luxor,Egypt,Aerolift,Cargo,,"Entebbe, Uganda - Luxor, Egypt - Niklaev, Ukraine",Entebbe,32.465,0.052784,Uganda,Luxor,32.6396357,25.6872431,"Egypt - Niklaev, Ukraine",Antonov 12V,S9-SVN,6344310,5,5,0,"While attemping to take off from Luxor, the cargo plane slammed to the ground, slid down the runway and caught fire.",0,2/20/2009Antonov 12V
6/30/2008,7:00,"Near Khartoum, Sudan",Near Khartoum,Sudan,Ababeel Aviaition,Cargo,,Khartoum - Juba,Khartoum,32.532241,15.550101,,Juba,31.6,4.85,,Ilysushin Il-76TD,ST-WTB,1003499994,4,4,0,"While taking off, the cargo plane hit an electricity pole, crashed into a field and burst into flames. All four crew members were killed.",0,6/30/2008Ilysushin Il-76TD
6/27/2008,7:05,"Near Malakal, Sudan",Near Malakal,Sudan,Juba Air Cargo,Cargo,,Khartoum - Juba,Khartoum,32.532241,15.550101,,Juba,31.6,4.85,,Antonov 12BK,ST-ARN,8346010,8,7,0,The cargo plane crashed mid-flight after entering an area of thunderstorms.,0,6/27/2008Antonov 12BK
1/25/2000,18:09,"Near Ankara, Turkey",Near Ankara,Turkey,Top Air - Air Taxi,Others,,Ankara - Istanbul,Ankara,32.85411,39.92077,,Istanbul,28.97696,41.00527,,Beechcraft King Air C90,,,4,4,0,"The aircraft crashed near a pond 25 km from Cubuk, 20 minutes after taking off. Failure to use de-icing and poor weather was to blame.",2,1/25/2000Beechcraft King Air C90
3/23/2005,23:07,"Off Mwanza, Tanzania",Off Mwanza,Tanzania,Air Transport,Cargo,,Mwanza - Khartoum - Zagreb,Mwanza,32.9,-2.5166667,,Khartoum - Zagreb,15.9778949,45.8130293,,Ilyushin IL-76TD,ER-IBR,43454623,8,8,0,"The cargo plane, after takeoff and climbing lost altitude and crashed into Lake Victoria.",0,3/23/2005Ilyushin IL-76TD
12/16/2006,3:54,"Mbeya, Tanzania",Mbeya,Tanzania,Air Charter - Tanzanian Air Services,Others,,Mbeya - Dar es Salaam,Mbeya,33.45,-8.9,,Dar es Salaam,39.269661,-6.822921,,Cessna 310R,5H-TZA,310R-1333,6,3,0,"The pilot chose to initiate his take off from about 200 metres beyond the threshold of Runway 31 because he was not certain of the condition of the runway behind that position. He chose to apply full power on brakes and leaned the mixtures before initiating the take off roll. As the aircraft rolled for take off the pilot reported to have felt acceleration/deceleration effects caused by undulations and wetness of the runway. The target rotation speed was 105kt. However, the pilot had to rotate at around 96kt when it became imminent that the remaining runway length was not enough to stop the aircraft. Shortly after take off the pilot felt a complete lack of acceleration and had to lower the nose in order to increase airspeed. As he did so, the aircraft collided with a roof of a house located about 500 metres beyond the threshold of Runway 13. The aircraft subsequently collided with 3 more houses and an electripole with live cables and broke up.",0,12/16/2006Cessna 310R
8/14/2005,12:20,"Near Grammatikos, Greece",Near Grammatikos,Greece,Helios Airways,Others,522,"Larnaca, Cyprus - Athens, Greece - Prague, Czech Republic",Larnaca,33.6333333,34.9166667,Cyprus,Athens,23.7293097,37.9837155,"Greece - Prague, Czech Republic",Boeing 737-31S,5B-DBY,29099/2982,121,121,0,"While flying at FL340 towards Athens the crew reported problems with their air conditioning system. As the airliner entered Greek airspace ATC lost contact with the plane. Two Greek F-16 fighters were dispatched to intercept the plane. The F-16 pilots reported that one pilot was not in the cockpit and the other was slumped over the controls. They also said oxygen masks had deployed in the cabin. The plane continued on its programmed route to a holding pattern off the coast of Greece and flew in circles for two hours. Meanwhile, at least two flight attendants had stayed awake using portable oxygen bottles but they couldn't get through the locked, terrorist-proof cockpit door. It was only when one engine failed from fuel starvation that the computer-controlled systems aboard the plane unlocked the door. The plane continued on track until it crashed into mountainous terrain about 25 miles north of Athens. CVR tapes showed that a student pilot/flight attendant, Andreas Prodromos, was at the controls of the aircraft and tried to send a Mayday message twice but the radio was set to the wrong frequency. The cabin pressure control was left in the manual, instead of auto position by maintenance workers. The error was not picked up by the two pilots during three subsequent check lists. They failed to respond to warnings as oxygen masks fell in the passenger cabin which eventually  led to the two pilots losing consciousness and the plane crashing.",3,8/14/2005Boeing 737-31S
6/16/2007,,"Vungano Hills, Malawi",Vungano Hills,Malawi,Nyika Safaris,Others,,Lilongwe to Rumchi,Lilongwe to Rumchi,33.7833333,-13.9833333,,,NA,NA,,Cessna 206,,,6,6,0,The sightseeing plane crashed in fog and poor weather while en route. Wreckage was found in a ravine by villagers. Five British tourists along with the pilot killed.,2,6/16/2007Cessna 206
1/24/2003,16:45,"Busia, Kenya",Busia,Kenya,African Commuter Services,Others,,Busia - Nairobi,Busia,34.1114621,0.4607691,,Nairobi,36.8219462,-1.2920659,,Grumman G-159 Gulfstream I,5Y-EMJ,158,13,3,0,"The plane failed to gain altitude during takeoff, hit power lines and crashed inverted into a house. Kenyan Labor Minister, Ahmed Khalif and the two pilots were killed. The plane was grossly overloaded. The plane which weighed 16 tons, was taking off from an airstrip designed for aircraft weighing less than 5.7 tons.",0,1/24/2003Grumman G-159 Gulfstream I
5/29/1999,14:30,"Ol Kiombo, Kenya",Ol Kiombo,Kenya,Malindi Air Services,Others,,Ol Kiombo - Mara Sika AS,Ol Kiombo,35.1105934,-1.4086937,,Mara Sika AS,NA,NA,,Let 410UVP-E,5Y-LET,912620,2,2,0,Failed to gain altitude while taking off and crashed. The plane was on a positioning flight to pick up passengers.,0,5/29/1999Let 410UVP-E
11/28/2002,14:15,"Masai Mara Game Reserve, Kenya",Masai Mara Game Reserve,Kenya,Eagle Aviation,Others,-,Ol Kiombo - Mombasa,Ol Kiombo,35.1105934,-1.4086937,,Mombasa,39.6682065,-4.0434771,,Let 410UVP-E20,5Y-ONT,871812,20,1,0,The plane crashed after developing engine trouble while flying from one airstrip to another in the Masai Mara National Reserve. The copilot was the only fatality.,3,11/28/2002Let 410UVP-E20
